decision_year,set_conversion_technologies,output_carrier,input_carrier,reference_carrier,set_nodes,revenue,capex,fixed_opex,variable_opex,input_carrier_cost,tech_co2_cost,carrier_co2_cost,capex_subsidy,capex_subsidy_annual,fixed_opex_subsidy,fixed_opex_subsidy_annual,variable_opex_subsidy,variable_opex_subsidy_annual,remuneration_subsidy,remuneration_subsidy_annual,profitability_raw,profitability,values_changed
2,heat_pump,heat,electricity,heat,DE,1833.4572827590227,833.536390569984,182.43363069203065,0.0,911.9641224067734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.47686090976526,-94.47686090976526,False
2,heat_pump,heat,electricity,heat,IT,1796.3391124719205,833.536390569984,182.43363069203065,0.0,811.8687335362678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.499642326361823,-31.499642326361823,False
2,natural_gas_boiler,heat,natural_gas,heat,CH,2013.7789493277996,483.8908307593391,232.7144366786029,0.0,1324.2335920962255,0.0,790.959231251054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-818.0191414574219,-818.0191414574219,False
2,natural_gas_boiler,heat,natural_gas,heat,DE,1945.089921690933,483.8908307593391,232.7144366786029,0.0,1255.5445644587453,0.0,749.9315599853518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-776.9914701911063,-776.9914701911063,False
2,natural_gas_boiler,heat,natural_gas,heat,IT,1905.711759109871,483.8908307593391,232.7144366786029,0.0,1216.166401878264,0.0,726.4111468281591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-753.4710570344938,-753.4710570344938,False
2,natural_gas_turbine,electricity,natural_gas,electricity,CH,4696.748266277514,767.6834346101658,347.8347142106523,154.66862522876238,3511.340953084621,0.0,2097.3093852087845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2182.0888460654724,-2182.0888460654724,False
2,natural_gas_turbine,electricity,natural_gas,electricity,DE,4998.981396347955,767.6834346101658,347.8347142106523,166.07661698701415,3770.329151847975,0.0,2252.001961971383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2304.9444832792356,-2304.9444832792356,False
2,natural_gas_turbine,electricity,natural_gas,electricity,IT,4265.587735201077,767.6834346101658,347.8347142106523,145.27141373133486,3298.0021875340067,0.0,1969.8830255369621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2263.0870404220454,-2263.0870404220454,False
2,photovoltaics,electricity,,electricity,CH,468.2329111423904,417.7243872639223,156.4877267176434,0.34832839667298615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.32753123584833,-106.32753123584833,False
2,photovoltaics,electricity,,electricity,DE,370.9709878689222,417.7243872639223,156.4877267176434,0.29241430526229756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.53354041790584,-203.53354041790584,False
2,photovoltaics,electricity,,electricity,IT,554.3023278416874,417.7243872639223,156.4877267176434,0.4057249068339088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.315511046712203,-20.315511046712203,False
2,reservoir_hydro,electricity,,electricity,CH,2065.3766067847287,2527.0902333594413,745.7962256636653,55.52990943431599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1263.0397616726939,-1263.0397616726939,False
2,reservoir_hydro,electricity,,electricity,DE,6967.038996723788,2527.0902333594413,745.7962256636653,148.8476262151181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3545.3049114855635,3545.3049114855635,False
2,reservoir_hydro,electricity,,electricity,IT,3273.2143122560888,2527.0902333594413,745.7962256636653,86.43245793028001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.10460469729782,-86.10460469729782,False
2,run-of-river_hydro,electricity,,electricity,CH,2287.401798836607,2909.4093873055194,702.7895836266008,67.08093037593218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1391.8781024714451,-1391.8781024714451,False
2,run-of-river_hydro,electricity,,electricity,DE,6468.777742674966,2909.4093873055194,702.7895836266008,176.42396665011705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.154805092729,2680.154805092729,False
2,run-of-river_hydro,electricity,,electricity,IT,3594.0356860747643,2909.4093873055194,702.7895836266008,103.51376074209784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.6770455994538,-121.6770455994538,False
2,wind_offshore,electricity,,electricity,CH,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-681.8480390069202,-681.8480390069202,True
2,wind_offshore,electricity,,electricity,DE,2228.1956003965524,2219.7427974311413,643.0093634765298,47.29147849580156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-681.8480390069202,-681.8480390069202,False
2,wind_offshore,electricity,,electricity,IT,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-681.8480390069202,-681.8480390069202,True
2,wind_onshore,electricity,,electricity,CH,486.29020801111307,1074.281477031286,290.1357480458177,5.318596977869453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-883.4456140438601,-883.4456140438601,False
2,wind_onshore,electricity,,electricity,DE,1335.4548330374348,1074.281477031286,290.1357480458177,16.588948020134996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.55134005980382,-45.55134005980382,False
2,wind_onshore,electricity,,electricity,IT,1078.0810026694094,1074.281477031286,290.1357480458177,10.842100920625487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-297.1783233283198,-297.1783233283198,False
3,heat_pump,heat,electricity,heat,CH,1843.7181266503474,808.3482201953414,180.13902569615436,0.0,1380.2924082003854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-525.0615274415337,-525.0615274415337,False
3,heat_pump,heat,electricity,heat,DE,1845.6875169060838,808.3482201953414,180.13902569615436,0.0,1218.1517515837543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-360.95148056916616,-360.95148056916616,False
3,heat_pump,heat,electricity,heat,IT,1808.11087634122,808.3482201953414,180.13902569615436,0.0,1107.9252727507953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-288.30164230107096,-288.30164230107096,False
3,natural_gas_boiler,heat,natural_gas,heat,CH,2024.7420128927495,482.3187071998131,231.64223794700234,0.0,1337.731186558992,0.0,789.2715882584914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-816.2217070715494,-816.2217070715494,False
3,natural_gas_boiler,heat,natural_gas,heat,DE,1958.064856057872,482.3187071998131,231.64223794700234,0.0,1271.0540325807822,0.0,749.9315595689569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-776.8816812386825,-776.8816812386825,False
